fc,ds,zipcode,dimension,promise,3p_variable_cost,ddu_variable_cost,AMZL_variable_cost,feasible_routes,units,arrival,units_from_shipment_data
LGB7,DSD1,92120,dim1,2021-05-12 23:59:59,2.94,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1324', 'r6574', 'r6934', 'r7204', 'r7444']",0,2021-05-11 00:00:00,0.0
LGB7,DSD1,92120,dim1,2021-05-12 23:59:59,2.94,not_defined,0,"['r1', 'r17', 'r106', 'r1324', 'r7204', 'r7444']",1,2021-05-11 05:00:00,1.0
LGB7,DSD1,92120,dim1,2021-05-12 23:59:59,2.94,not_defined,0,"['r17', 'r106', 'r1324', 'r7204', 'r7444']",1,2021-05-11 12:00:00,1.0
LGB7,DSD1,92121,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1325', 'r6575', 'r6935', 'r7205', 'r7445']",1,2021-05-11 00:00:00,1.0
LGB7,DSD1,92121,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r1', 'r17', 'r106', 'r1325', 'r7205', 'r7445']",2,2021-05-11 05:00:00,2.0
LGB7,DSD1,92121,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r17', 'r106', 'r1325', 'r7205', 'r7445']",3,2021-05-11 12:00:00,3.0
LGB7,DSD1,92122,dim1,2021-05-12 23:59:59,2.89,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1326', 'r6576', 'r6936', 'r7206', 'r7446']",6,2021-05-11 00:00:00,6.0
LGB7,DSD1,92122,dim1,2021-05-12 23:59:59,2.89,not_defined,0,"['r1', 'r17', 'r106', 'r1326', 'r7206', 'r7446']",8,2021-05-11 05:00:00,8.0
LGB7,DSD1,92122,dim1,2021-05-12 23:59:59,2.89,not_defined,0,"['r17', 'r106', 'r1326', 'r7206', 'r7446']",14,2021-05-11 12:00:00,14.0
LGB7,DSD1,92123,dim1,2021-05-12 23:59:59,2.93,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1327', 'r6577', 'r6937', 'r7207', 'r7447']",3,2021-05-11 00:00:00,3.0
LGB7,DSD1,92123,dim1,2021-05-12 23:59:59,2.93,not_defined,0,"['r1', 'r17', 'r106', 'r1327', 'r7207', 'r7447']",4,2021-05-11 05:00:00,4.0
LGB7,DSD1,92123,dim1,2021-05-12 23:59:59,2.93,not_defined,0,"['r17', 'r106', 'r1327', 'r7207', 'r7447']",7,2021-05-11 12:00:00,7.0
LGB7,DSD1,92124,dim1,2021-05-12 23:59:59,2.92,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1328', 'r6578', 'r6938', 'r7208', 'r7448']",3,2021-05-11 00:00:00,3.0
LGB7,DSD1,92124,dim1,2021-05-12 23:59:59,2.92,not_defined,0,"['r1', 'r17', 'r106', 'r1328', 'r7208', 'r7448']",4,2021-05-11 05:00:00,4.0
LGB7,DSD1,92124,dim1,2021-05-12 23:59:59,2.92,not_defined,0,"['r17', 'r106', 'r1328', 'r7208', 'r7448']",8,2021-05-11 12:00:00,8.0
LGB7,DSD1,92126,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1329', 'r6579', 'r6939', 'r7209', 'r7449']",7,2021-05-11 00:00:00,7.0
LGB7,DSD1,92126,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r1', 'r17', 'r106', 'r1329', 'r7209', 'r7449']",9,2021-05-11 05:00:00,9.0
LGB7,DSD1,92126,dim1,2021-05-12 23:59:59,2.85,not_defined,0,"['r17', 'r106', 'r1329', 'r7209', 'r7449']",16,2021-05-11 12:00:00,16.0
LGB7,DSD1,92127,dim1,2021-05-12 23:59:59,2.78,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1330', 'r6580', 'r6940', 'r7210', 'r7450']",5,2021-05-11 00:00:00,5.0
LGB7,DSD1,92127,dim1,2021-05-12 23:59:59,2.78,not_defined,0,"['r1', 'r17', 'r106', 'r1330', 'r7210', 'r7450']",8,2021-05-11 05:00:00,8.0
LGB7,DSD1,92127,dim1,2021-05-12 23:59:59,2.78,not_defined,0,"['r17', 'r106', 'r1330', 'r7210', 'r7450']",13,2021-05-11 12:00:00,13.0
LGB7,DSD1,92128,dim1,2021-05-12 23:59:59,2.8,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1331', 'r6581', 'r6941', 'r7211', 'r7451']",0,2021-05-11 00:00:00,0.0
LGB7,DSD1,92128,dim1,2021-05-12 23:59:59,2.8,not_defined,0,"['r1', 'r17', 'r106', 'r1331', 'r7211', 'r7451']",1,2021-05-11 05:00:00,1.0
LGB7,DSD1,92128,dim1,2021-05-12 23:59:59,2.8,not_defined,0,"['r17', 'r106', 'r1331', 'r7211', 'r7451']",1,2021-05-11 12:00:00,1.0
LGB7,DSD1,92129,dim1,2021-05-12 23:59:59,2.82,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1332', 'r6582', 'r6942', 'r7212', 'r7452']",5,2021-05-11 00:00:00,5.0
LGB7,DSD1,92129,dim1,2021-05-12 23:59:59,2.82,not_defined,0,"['r1', 'r17', 'r106', 'r1332', 'r7212', 'r7452']",8,2021-05-11 05:00:00,8.0
LGB7,DSD1,92129,dim1,2021-05-12 23:59:59,2.82,not_defined,0,"['r17', 'r106', 'r1332', 'r7212', 'r7452']",13,2021-05-11 12:00:00,13.0
LGB7,DSD1,92130,dim1,2021-05-12 23:59:59,2.83,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1333', 'r6583', 'r6943', 'r7213', 'r7453']",6,2021-05-11 00:00:00,6.0
LGB7,DSD1,92130,dim1,2021-05-12 23:59:59,2.83,not_defined,0,"['r1', 'r17', 'r106', 'r1333', 'r7213', 'r7453']",9,2021-05-11 05:00:00,9.0
LGB7,DSD1,92130,dim1,2021-05-12 23:59:59,2.83,not_defined,0,"['r17', 'r106', 'r1333', 'r7213', 'r7453']",16,2021-05-11 12:00:00,16.0
LGB7,DSD1,92131,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r1', 'r17', 'r55', 'r106', 'r1334', 'r6584', 'r6944', 'r7214', 'r7454']",0,2021-05-11 00:00:00,0.0
LGB7,DSD1,92131,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r1', 'r17', 'r106', 'r1334', 'r7214', 'r7454']",0,2021-05-11 05:00:00,0.0
LGB7,DSD1,92131,dim1,2021-05-12 23:59:59,2.86,not_defined,0,"['r17', 'r106', 'r1334', 'r7214', 'r7454']",0,2021-05-11 12:00:00,0.0
LGB7,DLA5,92223,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1179', 'r2523', 'r2823', 'r3048', 'r3248']",6,2021-05-11 00:00:00,6.0
LGB7,DLA5,92223,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r81', 'r105', 'r1179', 'r3048', 'r3248']",24,2021-05-11 05:00:00,24.0
LGB7,DLA5,92313,dim1,2021-05-12 23:59:59,2.08,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1180', 'r2524', 'r2824', 'r3049', 'r3249']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92313,dim1,2021-05-12 23:59:59,2.08,not_defined,0,"['r81', 'r105', 'r1180', 'r3049', 'r3249']",6,2021-05-11 05:00:00,6.0
LGB7,DLA5,92320,dim1,2021-05-12 23:59:59,2.23,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1181', 'r2525', 'r2825', 'r3050', 'r3250']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92320,dim1,2021-05-12 23:59:59,2.23,not_defined,0,"['r81', 'r105', 'r1181', 'r3050', 'r3250']",4,2021-05-11 05:00:00,4.0
LGB7,DLA5,92324,dim1,2021-05-12 23:59:59,2.06,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1182', 'r2526', 'r2826', 'r3051', 'r3251']",4,2021-05-11 00:00:00,4.0
LGB7,DLA5,92324,dim1,2021-05-12 23:59:59,2.06,not_defined,0,"['r81', 'r105', 'r1182', 'r3051', 'r3251']",15,2021-05-11 05:00:00,15.0
LGB7,DLA5,92346,dim1,2021-05-12 23:59:59,2.11,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1183', 'r2527', 'r2827', 'r3052', 'r3252']",5,2021-05-11 00:00:00,5.0
LGB7,DLA5,92346,dim1,2021-05-12 23:59:59,2.11,not_defined,0,"['r81', 'r105', 'r1183', 'r3052', 'r3252']",18,2021-05-11 05:00:00,18.0
LGB7,DLA5,92354,dim1,2021-05-12 23:59:59,2.1,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1184', 'r2528', 'r2828', 'r3053', 'r3253']",2,2021-05-11 00:00:00,2.0
LGB7,DLA5,92354,dim1,2021-05-12 23:59:59,2.1,not_defined,0,"['r81', 'r105', 'r1184', 'r3053', 'r3253']",9,2021-05-11 05:00:00,9.0
LGB7,DLA5,92359,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1185', 'r2529', 'r2829', 'r3054', 'r3254']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92359,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r81', 'r105', 'r1185', 'r3054', 'r3254']",3,2021-05-11 05:00:00,3.0
LGB7,DLA5,92373,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1186', 'r2530', 'r2830', 'r3055', 'r3255']",4,2021-05-11 00:00:00,4.0
LGB7,DLA5,92373,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r81', 'r105', 'r1186', 'r3055', 'r3255']",16,2021-05-11 05:00:00,16.0
LGB7,DLA5,92374,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1187', 'r2531', 'r2831', 'r3056', 'r3256']",4,2021-05-11 00:00:00,4.0
LGB7,DLA5,92374,dim1,2021-05-12 23:59:59,2.14,not_defined,0,"['r81', 'r105', 'r1187', 'r3056', 'r3256']",14,2021-05-11 05:00:00,14.0
LGB7,DLA5,92377,dim1,2021-05-12 23:59:59,2.01,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1188', 'r2532', 'r2832', 'r3057', 'r3257']",2,2021-05-11 00:00:00,2.0
LGB7,DLA5,92377,dim1,2021-05-12 23:59:59,2.01,not_defined,0,"['r81', 'r105', 'r1188', 'r3057', 'r3257']",7,2021-05-11 05:00:00,7.0
LGB7,DLA5,92399,dim1,2021-05-12 23:59:59,2.21,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1189', 'r2533', 'r2833', 'r3058', 'r3258']",6,2021-05-11 00:00:00,6.0
LGB7,DLA5,92399,dim1,2021-05-12 23:59:59,2.21,not_defined,0,"['r81', 'r105', 'r1189', 'r3058', 'r3258']",22,2021-05-11 05:00:00,22.0
LGB7,DLA5,92404,dim1,2021-05-12 23:59:59,2.07,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1190', 'r2534', 'r2834', 'r3059', 'r3259']",3,2021-05-11 00:00:00,3.0
LGB7,DLA5,92404,dim1,2021-05-12 23:59:59,2.07,not_defined,0,"['r81', 'r105', 'r1190', 'r3059', 'r3259']",11,2021-05-11 05:00:00,11.0
LGB7,DLA5,92405,dim1,2021-05-12 23:59:59,2.05,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1191', 'r2535', 'r2835', 'r3060', 'r3260']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92405,dim1,2021-05-12 23:59:59,2.05,not_defined,0,"['r81', 'r105', 'r1191', 'r3060', 'r3260']",6,2021-05-11 05:00:00,6.0
LGB7,DLA5,92407,dim1,2021-05-12 23:59:59,2.05,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1192', 'r2536', 'r2836', 'r3061', 'r3261']",6,2021-05-11 00:00:00,6.0
LGB7,DLA5,92407,dim1,2021-05-12 23:59:59,2.05,not_defined,0,"['r81', 'r105', 'r1192', 'r3061', 'r3261']",21,2021-05-11 05:00:00,21.0
LGB7,DLA5,92408,dim1,2021-05-12 23:59:59,2.08,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1193', 'r2537', 'r2837', 'r3062', 'r3262']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92408,dim1,2021-05-12 23:59:59,2.08,not_defined,0,"['r81', 'r105', 'r1193', 'r3062', 'r3262']",2,2021-05-11 05:00:00,2.0
LGB7,DLA5,92410,dim1,2021-05-12 23:59:59,2.06,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1194', 'r2538', 'r2838', 'r3063', 'r3263']",2,2021-05-11 00:00:00,2.0
LGB7,DLA5,92410,dim1,2021-05-12 23:59:59,2.06,not_defined,0,"['r81', 'r105', 'r1194', 'r3063', 'r3263']",8,2021-05-11 05:00:00,8.0
LGB7,DLA5,92411,dim1,2021-05-12 23:59:59,2.04,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1195', 'r2539', 'r2839', 'r3064', 'r3264']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92411,dim1,2021-05-12 23:59:59,2.04,not_defined,0,"['r81', 'r105', 'r1195', 'r3064', 'r3264']",4,2021-05-11 05:00:00,4.0
LGB7,DLA5,92507,dim1,2021-05-12 23:59:59,2.11,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1196', 'r2540', 'r2840', 'r3065', 'r3265']",5,2021-05-11 00:00:00,5.0
LGB7,DLA5,92507,dim1,2021-05-12 23:59:59,2.11,not_defined,0,"['r81', 'r105', 'r1196', 'r3065', 'r3265']",21,2021-05-11 05:00:00,21.0
LGB7,DLA5,92553,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1197', 'r2541', 'r2841', 'r3066', 'r3266']",4,2021-05-11 00:00:00,4.0
LGB7,DLA5,92553,dim1,2021-05-12 23:59:59,2.17,not_defined,0,"['r81', 'r105', 'r1197', 'r3066', 'r3266']",16,2021-05-11 05:00:00,16.0
LGB7,DLA5,92555,dim1,2021-05-12 23:59:59,2.19,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1198', 'r2542', 'r2842', 'r3067', 'r3267']",4,2021-05-11 00:00:00,4.0
LGB7,DLA5,92555,dim1,2021-05-12 23:59:59,2.19,not_defined,0,"['r81', 'r105', 'r1198', 'r3067', 'r3267']",16,2021-05-11 05:00:00,16.0
LGB7,DLA5,92557,dim1,2021-05-12 23:59:59,2.15,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1199', 'r2543', 'r2843', 'r3068', 'r3268']",4,2021-05-11 00:00:00,4.0
LGB7,DLA5,92557,dim1,2021-05-12 23:59:59,2.15,not_defined,0,"['r81', 'r105', 'r1199', 'r3068', 'r3268']",14,2021-05-11 05:00:00,14.0
LGB7,DLA5,92567,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1200', 'r2544', 'r2844', 'r3069', 'r3269']",1,2021-05-11 00:00:00,1.0
LGB7,DLA5,92567,dim1,2021-05-12 23:59:59,2.27,not_defined,0,"['r81', 'r105', 'r1200', 'r3069', 'r3269']",4,2021-05-11 05:00:00,4.0
LGB7,DLA5,92571,dim1,2021-05-12 23:59:59,2.24,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1201', 'r2545', 'r2845', 'r3070', 'r3270']",3,2021-05-11 00:00:00,3.0
LGB7,DLA5,92571,dim1,2021-05-12 23:59:59,2.24,not_defined,0,"['r81', 'r105', 'r1201', 'r3070', 'r3270']",12,2021-05-11 05:00:00,12.0
LGB7,DLA5,92582,dim1,2021-05-12 23:59:59,2.32,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1202', 'r2546', 'r2846', 'r3071', 'r3271']",2,2021-05-11 00:00:00,2.0
LGB7,DLA5,92582,dim1,2021-05-12 23:59:59,2.32,not_defined,0,"['r81', 'r105', 'r1202', 'r3071', 'r3271']",7,2021-05-11 05:00:00,7.0
LGB7,DLA5,92583,dim1,2021-05-12 23:59:59,2.35,not_defined,0,"['r18', 'r54', 'r81', 'r105', 'r1203', 'r2547', 'r2847', 'r3072', 'r3272']",2,2021-05-11 00:00:00,2.0
LGB7,DLA5,92583,dim1,2021-05-12 23:59:59,2.35,not_defined,0,"['r81', 'r105', 'r1203', 'r3072', 'r3272']",8,2021-05-11 05:00:00,8.0
LGB7,DPS3,93004,dim1,2021-05-12 23:59:59,3.02,not_defined,0,"['r19', 'r82', 'r1297', 'r5896', 'r6148', 'r6337', 'r6505']",0,2021-05-11 00:00:00,0.0
LGB7,DPS3,93004,dim1,2021-05-12 23:59:59,3.02,not_defined,0,"['r82', 'r1297', 'r6337', 'r6505']",0,2021-05-11 05:00:00,0.0
LGB7,DPS3,93036,dim1,2021-05-12 23:59:59,3.02,not_defined,0,"['r19', 'r82', 'r1303', 'r5902', 'r6154', 'r6343', 'r6511']",0,2021-05-11 00:00:00,0.0
LGB7,DPS3,93036,dim1,2021-05-12 23:59:59,3.02,not_defined,0,"['r82', 'r1303', 'r6343', 'r6511']",0,2021-05-11 05:00:00,0.0
OAK4,DPS1,90012,dim1,2021-05-12 23:59:59,5.1,not_defined,0,"['r65', 'r86', 'r1372', 'r3723', 'r4523', 'r5083', 'r5563']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90012,dim1,2021-05-12 23:59:59,5.1,not_defined,0,"['r86', 'r1372', 'r5083', 'r5563']",4,2021-05-11 05:00:00,4.0
OAK4,DPS1,90013,dim1,2021-05-12 23:59:59,5.11,not_defined,0,"['r65', 'r86', 'r1373', 'r3724', 'r4524', 'r5084', 'r5564']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90013,dim1,2021-05-12 23:59:59,5.11,not_defined,0,"['r86', 'r1373', 'r5084', 'r5564']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90014,dim1,2021-05-12 23:59:59,5.11,not_defined,0,"['r65', 'r86', 'r1374', 'r3725', 'r4525', 'r5085', 'r5565']",0,2021-05-11 00:00:00,0.0
OAK4,DPS1,90014,dim1,2021-05-12 23:59:59,5.11,not_defined,0,"['r86', 'r1374', 'r5085', 'r5565']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90017,dim1,2021-05-12 23:59:59,5.1,not_defined,0,"['r65', 'r86', 'r1375', 'r3726', 'r4526', 'r5086', 'r5566']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90017,dim1,2021-05-12 23:59:59,5.1,not_defined,0,"['r86', 'r1375', 'r5086', 'r5566']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,90022,dim1,2021-05-12 23:59:59,5.15,not_defined,0,"['r65', 'r86', 'r1376', 'r3727', 'r4527', 'r5087', 'r5567']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90022,dim1,2021-05-12 23:59:59,5.15,not_defined,0,"['r86', 'r1376', 'r5087', 'r5567']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,90026,dim1,2021-05-12 23:59:59,5.08,not_defined,0,"['r65', 'r86', 'r1377', 'r3728', 'r4528', 'r5088', 'r5568']",2,2021-05-11 00:00:00,2.0
OAK4,DPS1,90026,dim1,2021-05-12 23:59:59,5.08,not_defined,0,"['r86', 'r1377', 'r5088', 'r5568']",7,2021-05-11 05:00:00,7.0
OAK4,DPS1,90027,dim1,2021-05-12 23:59:59,5.06,not_defined,0,"['r65', 'r86', 'r1378', 'r3729', 'r4529', 'r5089', 'r5569']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90027,dim1,2021-05-12 23:59:59,5.06,not_defined,0,"['r86', 'r1378', 'r5089', 'r5569']",6,2021-05-11 05:00:00,6.0
OAK4,DPS1,90028,dim1,2021-05-12 23:59:59,5.05,not_defined,0,"['r65', 'r86', 'r1379', 'r3730', 'r4530', 'r5090', 'r5570']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90028,dim1,2021-05-12 23:59:59,5.05,not_defined,0,"['r86', 'r1379', 'r5090', 'r5570']",4,2021-05-11 05:00:00,4.0
OAK4,DPS1,90029,dim1,2021-05-12 23:59:59,5.07,not_defined,0,"['r65', 'r86', 'r1380', 'r3731', 'r4531', 'r5091', 'r5571']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90029,dim1,2021-05-12 23:59:59,5.07,not_defined,0,"['r86', 'r1380', 'r5091', 'r5571']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90031,dim1,2021-05-12 23:59:59,5.1,not_defined,0,"['r65', 'r86', 'r1381', 'r3732', 'r4532', 'r5092', 'r5572']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90031,dim1,2021-05-12 23:59:59,5.1,not_defined,0,"['r86', 'r1381', 'r5092', 'r5572']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90032,dim1,2021-05-12 23:59:59,5.11,not_defined,0,"['r65', 'r86', 'r1382', 'r3733', 'r4533', 'r5093', 'r5573']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90032,dim1,2021-05-12 23:59:59,5.11,not_defined,0,"['r86', 'r1382', 'r5093', 'r5573']",4,2021-05-11 05:00:00,4.0
OAK4,DPS1,90033,dim1,2021-05-12 23:59:59,5.12,not_defined,0,"['r65', 'r86', 'r1383', 'r3734', 'r4534', 'r5094', 'r5574']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90033,dim1,2021-05-12 23:59:59,5.12,not_defined,0,"['r86', 'r1383', 'r5094', 'r5574']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90039,dim1,2021-05-12 23:59:59,5.07,not_defined,0,"['r65', 'r86', 'r1384', 'r3735', 'r4535', 'r5095', 'r5575']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90039,dim1,2021-05-12 23:59:59,5.07,not_defined,0,"['r86', 'r1384', 'r5095', 'r5575']",4,2021-05-11 05:00:00,4.0
OAK4,DPS1,90041,dim1,2021-05-12 23:59:59,5.07,not_defined,0,"['r65', 'r86', 'r1385', 'r3736', 'r4536', 'r5096', 'r5576']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90041,dim1,2021-05-12 23:59:59,5.07,not_defined,0,"['r86', 'r1385', 'r5096', 'r5576']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,90042,dim1,2021-05-12 23:59:59,5.09,not_defined,0,"['r65', 'r86', 'r1386', 'r3737', 'r4537', 'r5097', 'r5577']",2,2021-05-11 00:00:00,2.0
OAK4,DPS1,90042,dim1,2021-05-12 23:59:59,5.09,not_defined,0,"['r86', 'r1386', 'r5097', 'r5577']",6,2021-05-11 05:00:00,6.0
OAK4,DPS1,90057,dim1,2021-05-12 23:59:59,5.09,not_defined,0,"['r65', 'r86', 'r1387', 'r3738', 'r4538', 'r5098', 'r5578']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90057,dim1,2021-05-12 23:59:59,5.09,not_defined,0,"['r86', 'r1387', 'r5098', 'r5578']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,90063,dim1,2021-05-12 23:59:59,5.13,not_defined,0,"['r65', 'r86', 'r1388', 'r3739', 'r4539', 'r5099', 'r5579']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90063,dim1,2021-05-12 23:59:59,5.13,not_defined,0,"['r86', 'r1388', 'r5099', 'r5579']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90065,dim1,2021-05-12 23:59:59,5.08,not_defined,0,"['r65', 'r86', 'r1389', 'r3740', 'r4540', 'r5100', 'r5580']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90065,dim1,2021-05-12 23:59:59,5.08,not_defined,0,"['r86', 'r1389', 'r5100', 'r5580']",5,2021-05-11 05:00:00,5.0
OAK4,DPS1,90068,dim1,2021-05-12 23:59:59,5.03,not_defined,0,"['r65', 'r86', 'r1390', 'r3741', 'r4541', 'r5101', 'r5581']",0,2021-05-11 00:00:00,0.0
OAK4,DPS1,90068,dim1,2021-05-12 23:59:59,5.03,not_defined,0,"['r86', 'r1390', 'r5101', 'r5581']",0,2021-05-11 05:00:00,0.0
OAK4,DPS3,90265,dim1,2021-05-12 23:59:59,4.94,not_defined,0,"['r64', 'r85', 'r1452', 'r5988', 'r6198', 'r6345', 'r6471']",1,2021-05-11 00:00:00,1.0
OAK4,DPS3,90265,dim1,2021-05-12 23:59:59,4.94,not_defined,0,"['r85', 'r1452', 'r6345', 'r6471']",3,2021-05-11 05:00:00,3.0
OAK4,DPS3,90290,dim1,2021-05-12 23:59:59,4.97,not_defined,0,"['r64', 'r85', 'r1453', 'r5989', 'r6199', 'r6346', 'r6472']",0,2021-05-11 00:00:00,0.0
OAK4,DPS3,90290,dim1,2021-05-12 23:59:59,4.97,not_defined,0,"['r85', 'r1453', 'r6346', 'r6472']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,90601,dim1,2021-05-12 23:59:59,5.2,not_defined,0,"['r65', 'r86', 'r1391', 'r3742', 'r4542', 'r5102', 'r5582']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90601,dim1,2021-05-12 23:59:59,5.2,not_defined,0,"['r86', 'r1391', 'r5102', 'r5582']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,90605,dim1,2021-05-12 23:59:59,5.23,not_defined,0,"['r65', 'r86', 'r1395', 'r3746', 'r4546', 'r5106', 'r5586']",0,2021-05-11 00:00:00,0.0
OAK4,DPS1,90605,dim1,2021-05-12 23:59:59,5.23,not_defined,0,"['r86', 'r1395', 'r5106', 'r5586']",0,2021-05-11 05:00:00,0.0
OAK4,DPS1,90640,dim1,2021-05-12 23:59:59,5.17,not_defined,0,"['r65', 'r86', 'r1396', 'r3747', 'r4547', 'r5107', 'r5587']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,90640,dim1,2021-05-12 23:59:59,5.17,not_defined,0,"['r86', 'r1396', 'r5107', 'r5587']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,91001,dim1,2021-05-12 23:59:59,5.06,not_defined,0,"['r65', 'r86', 'r1397', 'r3748', 'r4548', 'r5108', 'r5588']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,91001,dim1,2021-05-12 23:59:59,5.06,not_defined,0,"['r86', 'r1397', 'r5108', 'r5588']",5,2021-05-11 05:00:00,5.0
OAK4,DPS1,91006,dim1,2021-05-12 23:59:59,5.13,not_defined,0,"['r65', 'r86', 'r1398', 'r3749', 'r4549', 'r5109', 'r5589']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,91006,dim1,2021-05-12 23:59:59,5.13,not_defined,0,"['r86', 'r1398', 'r5109', 'r5589']",3,2021-05-11 05:00:00,3.0
OAK4,DPS1,91007,dim1,2021-05-12 23:59:59,5.12,not_defined,0,"['r65', 'r86', 'r1399', 'r3750', 'r4550', 'r5110', 'r5590']",1,2021-05-11 00:00:00,1.0
OAK4,DPS1,91007,dim1,2021-05-12 23:59:59,5.12,not_defined,0,"['r86', 'r1399', 'r5110', 'r5590']",2,2021-05-11 05:00:00,2.0
OAK4,DPS1,91008,dim1,2021-05-12 23:59:59,5.14,not_defined,0,"['r65', 'r86', 'r1400', 'r3751', 'r4551', 'r5111', 'r5591']",0,2021-05-11 00:00:00,0.0
OAK4,DPS1,91008,dim1,2021-05-12 23:59:59,5.14,not_defined,0,"['r86', 'r1400', 'r5111', 'r5591']",0,2021-05-11 05:00:00,0.0
OAK4,DPS1,91010,dim1,2021-05-12 23:59:59,5.15,not_defined,0,"['r65', 'r86', 'r1401', 'r3752', 'r4552', 'r5112', 'r5592']",1,2021-05-11 00:00:00,1.0
