fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route,resource_caps_of_assigned_route,route_cost_map,type,base_cost
TUS2,DLA5,92346,dim1,2021-05-11 07:21:51,2021-05-12 23:59:59,['r66' 'r2359' 'r2927'],r2359,{},"{'r66': 6.02, 'r2359': 5.98, 'r2927': 6.51}",3p,5.98
LGB7,DLA5,92377,dim1,2021-05-11 07:21:53,2021-05-12 23:59:59,['r81' 'r105' 'r1188' 'r3057' 'r3257'],r1188,{},"{'r81': 3.23, 'r105': 2.22, 'r1188': 2.01, 'r3057': 3.35, 'r3257': 2.61}",3p,2.01
BFL1,DPS1,91803,dim1,2021-05-11 07:21:56,2021-05-12 23:59:59,['r92' 'r443' 'r5322'],r92,"{'j57': 2867, 'j55': 417, 'j75': 2988, 'j72': 2301}","{'r92': 2.57, 'r443': 3.11, 'r5322': 3.99}",amzl_indirect,1.0
FAT1,DSD1,92124,dim1,2021-05-11 07:21:58,2021-05-12 23:59:59,['r656' 'r7478'],r656,{},"{'r656': 5.07, 'r7478': 5.25}",3p,5.07
LGB3,DPS1,91101,dim1,2021-05-11 07:21:59,2021-05-12 23:59:59,['r5' 'r14' 'r71' 'r903' 'r4718'],r14,"{'j57': 2866, 'j66': 56}","{'r5': 1.3, 'r14': 1.3, 'r71': 1.3, 'r903': 2.35, 'r4718': 2.72}",amzl_direct,1.0
PSP1,DPS3,91301,dim1,2021-05-11 07:22:04,2021-05-12 23:59:59,['r2126' 'r6410'],r6410,"{'j105': 11135, 'j98': 625, 'j104': 2842}","{'r2126': 3.02, 'r6410': 3.0}",ddu,2.48
PHX6,DPS3,91320,dim1,2021-05-11 07:22:04,2021-05-12 23:59:59,['r1961' 'r6287'],r6287,"{'j105': 11134, 'j97': 111, 'j104': 2841}","{'r1961': 5.91, 'r6287': 5.89}",ddu,2.59
PHX6,DPS1,90063,dim1,2021-05-11 07:22:05,2021-05-12 23:59:59,['r1892' 'r4859'],r4859,"{'j105': 11133, 'j97': 110, 'j104': 2840}","{'r1892': 5.47, 'r4859': 5.45}",ddu,2.15
PSP1,DSD1,92111,dim1,2021-05-11 07:22:09,2021-05-12 23:59:59,['r94' 'r2162' 'r7322'],r94,"{'j59': 1424, 'j98': 624, 'j104': 2839, 'j102': 1116}","{'r94': 1.52, 'r2162': 2.78, 'r7322': 3.42}",amzl_indirect,1.0
SMF1,DPS1,91702,dim1,2021-05-11 07:22:10,2021-05-12 23:59:59,['r2274' 'r5545'],r2274,{},"{'r2274': 5.74, 'r5545': 5.75}",3p,5.74
LGB7,DPS3,91302,dim1,2021-05-11 07:22:13,2021-05-12 23:59:59,['r82' 'r1287' 'r6327' 'r6495'],r82,"{'j58': 599, 'j82': 360, 'j75': 2987, 'j73': 479}","{'r82': 2.51, 'r1287': 2.73, 'r6327': 4.06, 'r6495': 2.68}",amzl_indirect,1.0
LGB3,DSD2,92054,dim1,2021-05-11 07:22:13,2021-05-12 23:59:59,['r1003' 'r7723'],r1003,{},"{'r1003': 2.56, 'r7723': 2.82}",3p,2.56
BFL1,DLA5,92410,dim1,2021-05-11 07:22:15,2021-05-12 23:59:59,['r90' 'r354' 'r3138'],r354,{},"{'r90': 3.45, 'r354': 3.36, 'r3138': 3.51}",3p,3.36
BFL1,DPS1,90057,dim1,2021-05-11 07:22:20,2021-05-12 23:59:59,['r92' 'r379' 'r5258'],r92,"{'j57': 2865, 'j55': 416, 'j75': 2986, 'j72': 2300}","{'r92': 2.57, 'r379': 3.09, 'r5258': 4.06}",amzl_indirect,1.0
LGB7,DPS3,91364,dim1,2021-05-11 07:22:20,2021-05-12 23:59:59,['r82' 'r1294' 'r6334' 'r6502'],r82,"{'j58': 598, 'j82': 359, 'j75': 2985, 'j73': 478}","{'r82': 2.51, 'r1294': 2.69, 'r6334': 4.03, 'r6502': 2.65}",amzl_indirect,1.0
LGB3,DSD2,92056,dim1,2021-05-11 07:22:31,2021-05-12 23:59:59,['r1004' 'r7724'],r1004,{},"{'r1004': 2.58, 'r7724': 2.82}",3p,2.58
ONT2,DPS1,91104,dim1,2021-05-11 07:22:38,2021-05-12 23:59:59,['r89' 'r1577' 'r5200' 'r5840'],r1577,{},"{'r89': 2.54, 'r1577': 2.51, 'r5200': 3.95, 'r5840': 2.72}",3p,2.51
SMF1,DLA5,92373,dim1,2021-05-11 07:22:41,2021-05-12 23:59:59,['r99' 'r2194' 'r3205'],r99,"{'j56': 1523, 'j99': 171, 'j104': 2838, 'j101': 389}","{'r99': 5.57, 'r2194': 6.02, 'r3205': 6.06}",amzl_indirect,1.0
PHX6,DPS1,91106,dim1,2021-05-11 07:22:42,2021-05-12 23:59:59,['r1915' 'r4882'],r1915,{},"{'r1915': 5.45, 'r4882': 5.48}",3p,5.45
FAT1,DSD1,92130,dim1,2021-05-11 07:22:44,2021-05-12 23:59:59,['r661' 'r7483'],r661,{},"{'r661': 4.96, 'r7483': 5.16}",3p,4.96
TUS2,DLA5,92407,dim1,2021-05-11 07:22:47,2021-05-12 23:59:59,['r66' 'r2368' 'r2936'],r66,"{'j56': 1522, 'j100': 246, 'j104': 2837, 'j101': 388}","{'r66': 6.02, 'r2368': 6.08, 'r2936': 6.44}",amzl_indirect,1.0
TUS2,DLA5,92407,dim1,2021-05-11 07:22:52,2021-05-12 23:59:59,['r66' 'r2368' 'r2936'],r66,"{'j56': 1521, 'j100': 245, 'j104': 2836, 'j101': 387}","{'r66': 6.02, 'r2368': 6.08, 'r2936': 6.44}",amzl_indirect,1.0
BFL1,DPS1,91775,dim1,2021-05-11 07:22:58,2021-05-12 23:59:59,['r92' 'r438' 'r5317'],r92,"{'j57': 2864, 'j55': 415, 'j75': 2984, 'j72': 2299}","{'r92': 2.57, 'r438': 3.1, 'r5317': 3.96}",amzl_indirect,1.0
SMF1,DSD1,92123,dim1,2021-05-11 07:23:01,2021-05-12 23:59:59,['r100' 'r2335' 'r7387'],r100,"{'j59': 1423, 'j99': 170, 'j104': 2835, 'j102': 1115}","{'r100': 4.6, 'r2335': 6.75, 'r7387': 6.51}",amzl_indirect,1.0
LGB7,DPS3,91377,dim1,2021-05-11 07:23:05,2021-05-12 23:59:59,['r82' 'r1296' 'r6336' 'r6504'],r82,"{'j58': 597, 'j82': 358, 'j75': 2983, 'j73': 477}","{'r82': 2.51, 'r1296': 2.79, 'r6336': 4.13, 'r6504': 2.74}",amzl_indirect,1.0
ONT2,DPS1,91006,dim1,2021-05-11 07:23:08,2021-05-12 23:59:59,['r89' 'r1566' 'r5189' 'r5829'],r1566,{},"{'r89': 2.54, 'r1566': 2.45, 'r5189': 3.89, 'r5829': 2.68}",3p,2.45
PSP1,DPS1,91108,dim1,2021-05-11 07:23:08,2021-05-12 23:59:59,['r2085' 'r5364'],r2085,{},"{'r2085': 2.65, 'r5364': 2.68}",3p,2.65
FAT1,DPS1,91203,dim1,2021-05-11 07:23:15,2021-05-12 23:59:59,['r110' 'r576' 'r5767'],r110,"{'j57': 2863, 'j62': 330, 'j75': 2982, 'j72': 2298}","{'r110': 3.47, 'r576': 3.95, 'r5767': 4.96}",amzl_indirect,1.0
PSP1,DPS1,91205,dim1,2021-05-11 07:23:20,2021-05-12 23:59:59,['r2090' 'r5369'],r2090,{},"{'r2090': 2.73, 'r5369': 2.74}",3p,2.73
LGB3,DPS1,91780,dim1,2021-05-11 07:23:23,2021-05-12 23:59:59,['r5' 'r14' 'r71' 'r944' 'r4759'],r14,"{'j57': 2862, 'j66': 55}","{'r5': 1.3, 'r14': 1.3, 'r71': 1.3, 'r944': 2.3, 'r4759': 2.67}",amzl_direct,1.0
ONT2,DPS3,91301,dim1,2021-05-11 07:23:25,2021-05-12 23:59:59,['r88' 'r1622' 'r6368' 'r6536'],r88,"{'j58': 596, 'j86': 77, 'j75': 2981, 'j73': 476}","{'r88': 2.7, 'r1622': 2.87, 'r6368': 4.31, 'r6536': 3.01}",amzl_indirect,1.0
OAK4,DPS3,90265,dim1,2021-05-11 07:23:26,2021-05-12 23:59:59,['r85' 'r1452' 'r6345' 'r6471'],r1452,{},"{'r85': 5.24, 'r1452': 4.94, 'r6345': 6.88, 'r6471': 6.2}",3p,4.94
BFL1,DPS1,91723,dim1,2021-05-11 07:23:30,2021-05-12 23:59:59,['r92' 'r429' 'r5308'],r92,"{'j57': 2861, 'j55': 414, 'j75': 2980, 'j72': 2297}","{'r92': 2.57, 'r429': 3.17, 'r5308': 3.84}",amzl_indirect,1.0
TUS2,DLA5,92557,dim1,2021-05-11 07:23:35,2021-05-12 23:59:59,['r66' 'r2375' 'r2943'],r2375,{},"{'r66': 6.02, 'r2375': 5.97, 'r2943': 6.46}",3p,5.97
FAT1,DPS3,91356,dim1,2021-05-11 07:23:46,2021-05-12 23:59:59,['r109' 'r618' 'r6519'],r109,"{'j58': 595, 'j62': 329, 'j75': 2979, 'j73': 475}","{'r109': 3.63, 'r618': 3.88, 'r6519': 5.12}",amzl_indirect,1.0
PHX6,DLA5,92571,dim1,2021-05-11 07:23:57,2021-05-12 23:59:59,['r75' 'r1873' 'r3020'],r1873,{},"{'r75': 5.27, 'r1873': 4.9, 'r3020': 5.73}",3p,4.9
PSP1,DPS1,91108,dim1,2021-05-11 07:23:57,2021-05-12 23:59:59,['r2085' 'r5364'],r2085,{},"{'r2085': 2.65, 'r5364': 2.68}",3p,2.65
BFL1,DSD1,92117,dim1,2021-05-11 07:23:58,2021-05-12 23:59:59,['r483' 'r7293'],r483,{},"{'r483': 4.12, 'r7293': 4.35}",3p,4.12
BFL1,DSD1,92129,dim1,2021-05-11 07:24:01,2021-05-12 23:59:59,['r492' 'r7302'],r492,{},"{'r492': 4.06, 'r7302': 4.26}",3p,4.06
BFL1,DPS1,90028,dim1,2021-05-11 07:24:04,2021-05-12 23:59:59,['r92' 'r371' 'r5250'],r92,"{'j57': 2860, 'j55': 413, 'j75': 2978, 'j72': 2296}","{'r92': 2.57, 'r371': 3.05, 'r5250': 4.09}",amzl_indirect,1.0
PSP1,DSD1,92123,dim1,2021-05-11 07:24:07,2021-05-12 23:59:59,['r94' 'r2167' 'r7327'],r94,"{'j59': 1422, 'j98': 623, 'j104': 2834, 'j102': 1114}","{'r94': 1.52, 'r2167': 2.78, 'r7327': 3.43}",amzl_indirect,1.0
TUS2,DPS1,90032,dim1,2021-05-11 07:24:07,2021-05-12 23:59:59,['r2390' 'r4613'],r4613,"{'j105': 11132, 'j100': 244, 'j104': 2833}","{'r2390': 6.5, 'r4613': 6.21}",ddu,2.16
BFL1,DPS1,91006,dim1,2021-05-11 07:24:22,2021-05-12 23:59:59,['r92' 'r390' 'r5269'],r92,"{'j57': 2859, 'j55': 412, 'j75': 2977, 'j72': 2295}","{'r92': 2.57, 'r390': 3.1, 'r5269': 3.92}",amzl_indirect,1.0
FAT1,DSD1,92117,dim1,2021-05-11 07:24:25,2021-05-12 23:59:59,['r651' 'r7473'],r651,{},"{'r651': 5.04, 'r7473': 5.25}",3p,5.04
LAS7,DPS1,91205,dim1,2021-05-11 07:24:28,2021-05-12 23:59:59,['r80' 'r746' 'r4969'],r80,"{'j57': 2858, 'j64': 337, 'j75': 2976, 'j72': 2294}","{'r80': 3.13, 'r746': 4.33, 'r4969': 4.6}",amzl_indirect,1.0
BFL1,DPS3,91377,dim1,2021-05-11 07:24:30,2021-05-12 23:59:59,['r2' 'r15' 'r91' 'r456' 'r6399'],r15,"{'j58': 594, 'j53': 5}","{'r2': 2.73, 'r15': 2.73, 'r91': 2.73, 'r456': 2.94, 'r6399': 4.35}",amzl_direct,1.0
PSP1,DLA5,92555,dim1,2021-05-11 07:24:39,2021-05-12 23:59:59,['r93' 'r2038' 'r3167'],r2038,{},"{'r93': 2.49, 'r2038': 2.1, 'r3167': 2.98}",3p,2.1
LGB7,DPS1,90012,dim1,2021-05-11 07:24:39,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1204' 'r5003' 'r5643'],r9,"{'j57': 2857, 'j78': 18}","{'r4': 2.35, 'r9': 2.35, 'r83': 2.35, 'r1204': 2.49, 'r5003': 3.82, 'r5643': 2.43}",amzl_direct,1.0
OAK4,DPS3,91307,dim1,2021-05-11 07:24:43,2021-05-12 23:59:59,['r85' 'r1456' 'r6349' 'r6475'],r1456,{},"{'r85': 5.24, 'r1456': 4.9, 'r6349': 6.79, 'r6475': 6.15}",3p,4.9
BFL1,DPS3,91302,dim1,2021-05-11 07:24:46,2021-05-12 23:59:59,['r2' 'r15' 'r91' 'r447' 'r6390'],r15,"{'j58': 593, 'j53': 4}","{'r2': 2.73, 'r15': 2.73, 'r91': 2.73, 'r447': 2.98, 'r6390': 4.28}",amzl_direct,1.0
LAS7,DSD2,92011,dim1,2021-05-11 07:24:50,2021-05-12 23:59:59,['r833' 'r7757'],r833,{},"{'r833': 4.53, 'r7757': 4.71}",3p,4.53
TUS2,DLA5,92407,dim1,2021-05-11 07:24:51,2021-05-12 23:59:59,['r66' 'r2368' 'r2936'],r66,"{'j56': 1520, 'j100': 243, 'j104': 2832, 'j101': 386}","{'r66': 6.02, 'r2368': 6.08, 'r2936': 6.44}",amzl_indirect,1.0
LAS7,DPS3,91301,dim1,2021-05-11 07:24:59,2021-05-12 23:59:59,['r79' 'r782' 'r6305'],r79,"{'j58': 592, 'j64': 336, 'j75': 2975, 'j73': 474}","{'r79': 3.29, 'r782': 4.56, 'r6305': 4.9}",amzl_indirect,1.0
LGB7,DPS1,91790,dim1,2021-05-11 07:24:59,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1281' 'r5080' 'r5720'],r1281,{},"{'r4': 2.35, 'r9': 2.35, 'r83': 2.35, 'r1281': 2.32, 'r5080': 3.65, 'r5720': 2.35}",3p,2.32
PSP1,DLA5,92553,dim1,2021-05-11 07:25:08,2021-05-12 23:59:59,['r93' 'r2037' 'r3166'],r2037,{},"{'r93': 2.49, 'r2037': 2.14, 'r3166': 2.93}",3p,2.14
PSP1,DPS1,90027,dim1,2021-05-11 07:25:32,2021-05-12 23:59:59,['r2050' 'r5329'],r5329,"{'j105': 11131, 'j98': 622, 'j104': 2831}","{'r2050': 2.75, 'r5329': 2.75}",ddu,2.23
BFL1,DPS1,91007,dim1,2021-05-11 07:25:34,2021-05-12 23:59:59,['r92' 'r391' 'r5270'],r92,"{'j57': 2856, 'j55': 411, 'j75': 2974, 'j72': 2293}","{'r92': 2.57, 'r391': 3.1, 'r5270': 3.93}",amzl_indirect,1.0
TUS2,DPS1,91202,dim1,2021-05-11 07:25:37,2021-05-12 23:59:59,['r2423' 'r4646'],r4646,"{'j105': 11130, 'j100': 242, 'j104': 2830}","{'r2423': 6.57, 'r4646': 6.29}",ddu,2.24
BFL1,DSD1,92037,dim1,2021-05-11 07:25:40,2021-05-12 23:59:59,['r474' 'r7284'],r474,{},"{'r474': 4.1, 'r7284': 4.34}",3p,4.1
BFL1,DLA5,92583,dim1,2021-05-11 07:25:45,2021-05-12 23:59:59,['r90' 'r363' 'r3147'],r90,"{'j56': 1519, 'j55': 410, 'j75': 2973, 'j101': 385}","{'r90': 3.45, 'r363': 3.66, 'r3147': 3.75}",amzl_indirect,1.0
SMF1,DPS1,90027,dim1,2021-05-11 07:25:46,2021-05-12 23:59:59,['r2218' 'r5489'],r2218,{},"{'r2218': 5.64, 'r5489': 5.83}",3p,5.64
FAT1,DSD1,92122,dim1,2021-05-11 07:25:51,2021-05-12 23:59:59,['r654' 'r7476'],r654,{},"{'r654': 5.02, 'r7476': 5.23}",3p,5.02
PSP1,DLA5,92407,dim1,2021-05-11 07:25:52,2021-05-12 23:59:59,['r93' 'r2032' 'r3161'],r2032,{},"{'r93': 2.49, 'r2032': 2.28, 'r3161': 2.91}",3p,2.28
OAK4,DPS1,90033,dim1,2021-05-11 07:25:52,2021-05-12 23:59:59,['r86' 'r1383' 'r5094' 'r5574'],r86,"{'j57': 2855, 'j84': 86, 'j75': 2972, 'j72': 2292}","{'r86': 5.08, 'r1383': 5.12, 'r5094': 6.54, 'r5574': 5.88}",amzl_indirect,1.0
LAS7,DPS1,91020,dim1,2021-05-11 07:25:53,2021-05-12 23:59:59,['r80' 'r732' 'r4955'],r80,"{'j57': 2854, 'j64': 335, 'j75': 2971, 'j72': 2291}","{'r80': 3.13, 'r732': 4.29, 'r4955': 4.6}",amzl_indirect,1.0
PSP1,DPS1,90042,dim1,2021-05-11 07:25:54,2021-05-12 23:59:59,['r2058' 'r5337'],r2058,{},"{'r2058': 2.7, 'r5337': 2.71}",3p,2.7
PHX6,DPS1,91016,dim1,2021-05-11 07:25:55,2021-05-12 23:59:59,['r1907' 'r4874'],r1907,{},"{'r1907': 5.37, 'r4874': 5.45}",3p,5.37
PSP1,DLA5,92557,dim1,2021-05-11 07:25:56,2021-05-12 23:59:59,['r93' 'r2039' 'r3168'],r2039,{},"{'r93': 2.49, 'r2039': 2.14, 'r3168': 2.93}",3p,2.14
PSP1,DSD1,92124,dim1,2021-05-11 07:25:59,2021-05-12 23:59:59,['r94' 'r2168' 'r7328'],r94,"{'j59': 1421, 'j98': 621, 'j104': 2829, 'j102': 1113}","{'r94': 1.52, 'r2168': 2.76, 'r7328': 3.43}",amzl_indirect,1.0
OAK4,DPS1,90042,dim1,2021-05-11 07:26:05,2021-05-12 23:59:59,['r86' 'r1386' 'r5097' 'r5577'],r86,"{'j57': 2853, 'j84': 85, 'j75': 2970, 'j72': 2290}","{'r86': 5.08, 'r1386': 5.09, 'r5097': 6.52, 'r5577': 5.9}",amzl_indirect,1.0
LAS7,DPS1,91105,dim1,2021-05-11 07:26:07,2021-05-12 23:59:59,['r80' 'r738' 'r4961'],r80,"{'j57': 2852, 'j64': 334, 'j75': 2969, 'j72': 2289}","{'r80': 3.13, 'r738': 4.3, 'r4961': 4.56}",amzl_indirect,1.0
LGB7,DLA5,92374,dim1,2021-05-11 07:26:13,2021-05-12 23:59:59,['r81' 'r105' 'r1187' 'r3056' 'r3256'],r1187,{},"{'r81': 3.23, 'r105': 2.22, 'r1187': 2.14, 'r3056': 3.31, 'r3256': 2.72}",3p,2.14
TUS2,DLA5,92507,dim1,2021-05-11 07:26:18,2021-05-12 23:59:59,['r66' 'r2372' 'r2940'],r66,"{'j56': 1518, 'j100': 241, 'j104': 2828, 'j101': 384}","{'r66': 6.02, 'r2372': 6.02, 'r2940': 6.41}",amzl_indirect,1.0
LGB7,DSD1,92014,dim1,2021-05-11 07:26:19,2021-05-12 23:59:59,['r1' 'r17' 'r106' 'r1308' 'r7188' 'r7428'],r17,"{'j59': 1420, 'j79': 25}","{'r1': 1.25, 'r17': 1.25, 'r106': 1.25, 'r1308': 2.81, 'r7188': 4.03, 'r7428': 3.03}",amzl_direct,1.0
ONT6,DSD2,92056,dim1,2021-05-11 07:26:28,2021-05-12 23:59:59,['r98' 'r1844' 'r7832'],r98,"{'j60': 377, 'j96': 219, 'j104': 2827, 'j103': 283}","{'r98': 1.6, 'r1844': 2.47, 'r7832': 3.03}",amzl_indirect,1.0
PHX6,DLA5,92223,dim1,2021-05-11 07:26:28,2021-05-12 23:59:59,['r75' 'r1851' 'r2998'],r1851,{},"{'r75': 5.27, 'r1851': 4.77, 'r2998': 5.87}",3p,4.77
PSP1,DSD2,92058,dim1,2021-05-11 07:26:32,2021-05-12 23:59:59,['r95' 'r2182' 'r7822'],r95,"{'j60': 376, 'j98': 620, 'j104': 2826, 'j103': 282}","{'r95': 1.73, 'r2182': 2.63, 'r7822': 3.42}",amzl_indirect,1.0
FAT1,DLA5,92407,dim1,2021-05-11 07:26:32,2021-05-12 23:59:59,['r108' 'r520' 'r3286'],r520,{},"{'r108': 4.35, 'r520': 4.19, 'r3286': 4.48}",3p,4.19
SMF1,DPS1,90057,dim1,2021-05-11 07:26:41,2021-05-12 23:59:59,['r2227' 'r5498'],r2227,{},"{'r2227': 5.67, 'r5498': 5.8}",3p,5.67
BFL1,DPS1,91024,dim1,2021-05-11 07:26:50,2021-05-12 23:59:59,['r92' 'r397' 'r5276'],r92,"{'j57': 2851, 'j55': 409, 'j75': 2968, 'j72': 2288}","{'r92': 2.57, 'r397': 3.08, 'r5276': 3.94}",amzl_indirect,1.0
LAS7,DPS3,91362,dim1,2021-05-11 07:26:50,2021-05-12 23:59:59,['r79' 'r789' 'r6312'],r79,"{'j58': 591, 'j64': 333, 'j75': 2967, 'j73': 473}","{'r79': 3.29, 'r789': 4.58, 'r6312': 4.95}",amzl_indirect,1.0
SMF1,DSD1,92130,dim1,2021-05-11 07:26:50,2021-05-12 23:59:59,['r100' 'r2341' 'r7393'],r100,"{'j59': 1419, 'j99': 169, 'j104': 2825, 'j102': 1112}","{'r100': 4.6, 'r2341': 6.64, 'r7393': 6.4}",amzl_indirect,1.0
PSP1,DPS1,90028,dim1,2021-05-11 07:26:53,2021-05-12 23:59:59,['r2051' 'r5330'],r5330,"{'j105': 11129, 'j98': 619, 'j104': 2824}","{'r2051': 2.77, 'r5330': 2.76}",ddu,2.24
OAK4,DLA5,92373,dim1,2021-05-11 07:26:56,2021-05-12 23:59:59,['r84' 'r102' 'r1354' 'r3080' 'r3230'],r1354,{},"{'r84': 5.96, 'r102': 5.68, 'r1354': 5.49, 'r3080': 6.05, 'r3230': 6.17}",3p,5.49
PSP1,DPS1,90033,dim1,2021-05-11 07:26:57,2021-05-12 23:59:59,['r2055' 'r5334'],r5334,"{'j105': 11128, 'j98': 618, 'j104': 2823}","{'r2055': 2.7, 'r5334': 2.69}",ddu,2.17
TUS2,DPS1,91030,dim1,2021-05-11 07:26:59,2021-05-12 23:59:59,['r2414' 'r4637'],r4637,"{'j105': 11127, 'j100': 240, 'j104': 2822}","{'r2414': 6.5, 'r4637': 6.22}",ddu,2.17
ONT6,DLA5,92507,dim1,2021-05-11 07:27:00,2021-05-12 23:59:59,['r96' 'r1700' 'r3190'],r1700,{},"{'r96': 2.36, 'r1700': 2.1, 'r3190': 2.75}",3p,2.1
FAT1,DLA5,92507,dim1,2021-05-11 07:27:00,2021-05-12 23:59:59,['r108' 'r524' 'r3290'],r524,{},"{'r108': 4.35, 'r524': 4.32, 'r3290': 4.46}",3p,4.32
PSP1,DPS1,90029,dim1,2021-05-11 07:27:08,2021-05-12 23:59:59,['r2052' 'r5331'],r5331,"{'j105': 11126, 'j98': 617, 'j104': 2821}","{'r2052': 2.75, 'r5331': 2.74}",ddu,2.22
LAS7,DSD1,92007,dim1,2021-05-11 07:27:11,2021-05-12 23:59:59,['r802' 'r7156'],r802,{},"{'r802': 4.57, 'r7156': 4.77}",3p,4.57
SMF1,DLA5,92399,dim1,2021-05-11 07:27:12,2021-05-12 23:59:59,['r99' 'r2197' 'r3208'],r99,"{'j56': 1517, 'j99': 168, 'j104': 2820, 'j101': 383}","{'r99': 5.57, 'r2197': 6.07, 'r3208': 6.14}",amzl_indirect,1.0
BFL1,DLA5,92373,dim1,2021-05-11 07:27:12,2021-05-12 23:59:59,['r90' 'r346' 'r3130'],r90,"{'j56': 1516, 'j55': 408, 'j75': 2966, 'j101': 382}","{'r90': 3.45, 'r346': 3.45, 'r3130': 3.54}",amzl_indirect,1.0
SMF1,DLA5,92373,dim1,2021-05-11 07:27:15,2021-05-12 23:59:59,['r99' 'r2194' 'r3205'],r99,"{'j56': 1515, 'j99': 167, 'j104': 2819, 'j101': 381}","{'r99': 5.57, 'r2194': 6.02, 'r3205': 6.06}",amzl_indirect,1.0
TUS2,DSD1,92026,dim1,2021-05-11 07:27:15,2021-05-12 23:59:59,['r67' 'r2487' 'r7041'],r67,"{'j59': 1418, 'j100': 239, 'j104': 2818, 'j102': 1111}","{'r67': 5.05, 'r2487': 5.77, 'r7041': 6.76}",amzl_indirect,1.0
LAS7,DLA5,92377,dim1,2021-05-11 07:27:20,2021-05-12 23:59:59,['r78' 'r684' 'r3032'],r684,{},"{'r78': 4.01, 'r684': 3.98, 'r3032': 4.13}",3p,3.98
BFL1,DSD2,92028,dim1,2021-05-11 07:27:21,2021-05-12 23:59:59,['r498' 'r7806'],r498,{},"{'r498': 3.79, 'r7806': 3.96}",3p,3.79
LAS7,DPS1,90012,dim1,2021-05-11 07:27:24,2021-05-12 23:59:59,['r80' 'r700' 'r4923'],r80,"{'j57': 2850, 'j64': 332, 'j75': 2965, 'j72': 2287}","{'r80': 3.13, 'r700': 4.36, 'r4923': 4.6}",amzl_indirect,1.0
LGB3,DPS1,91104,dim1,2021-05-11 07:27:25,2021-05-12 23:59:59,['r5' 'r14' 'r71' 'r905' 'r4720'],r14,"{'j57': 2849, 'j66': 54}","{'r5': 1.3, 'r14': 1.3, 'r71': 1.3, 'r905': 2.35, 'r4720': 2.71}",amzl_direct,1.0
BFL1,DPS1,90026,dim1,2021-05-11 07:27:27,2021-05-12 23:59:59,['r92' 'r369' 'r5248'],r92,"{'j57': 2848, 'j55': 407, 'j75': 2964, 'j72': 2286}","{'r92': 2.57, 'r369': 3.08, 'r5248': 4.06}",amzl_indirect,1.0
LAS7,DSD1,92117,dim1,2021-05-11 07:27:27,2021-05-12 23:59:59,['r819' 'r7173'],r819,{},"{'r819': 4.68, 'r7173': 4.91}",3p,4.68
ONT6,DLA5,92557,dim1,2021-05-11 07:27:28,2021-05-12 23:59:59,['r96' 'r1703' 'r3193'],r1703,{},"{'r96': 2.36, 'r1703': 2.06, 'r3193': 2.8}",3p,2.06
ONT6,DPS1,90013,dim1,2021-05-11 07:27:37,2021-05-12 23:59:59,['r1709' 'r5404'],r5404,"{'j105': 11125, 'j96': 218, 'j104': 2817}","{'r1709': 2.6, 'r5404': 2.57}",ddu,2.18
LGB3,DSD2,92054,dim1,2021-05-11 07:27:45,2021-05-12 23:59:59,['r1003' 'r7723'],r1003,{},"{'r1003': 2.56, 'r7723': 2.82}",3p,2.56
LGB7,DLA5,92373,dim1,2021-05-11 07:27:51,2021-05-12 23:59:59,['r81' 'r105' 'r1186' 'r3055' 'r3255'],r1186,{},"{'r81': 3.23, 'r105': 2.22, 'r1186': 2.14, 'r3055': 3.32, 'r3255': 2.71}",3p,2.14
LGB7,DLA5,92557,dim1,2021-05-11 07:27:57,2021-05-12 23:59:59,['r81' 'r105' 'r1199' 'r3068' 'r3268'],r1199,{},"{'r81': 3.23, 'r105': 2.22, 'r1199': 2.15, 'r3068': 3.34, 'r3268': 2.66}",3p,2.15
PSP1,DPS1,91206,dim1,2021-05-11 07:27:58,2021-05-12 23:59:59,['r2091' 'r5370'],r2091,{},"{'r2091': 2.72, 'r5370': 2.74}",3p,2.72
FAT1,DPS1,91007,dim1,2021-05-11 07:27:59,2021-05-12 23:59:59,['r110' 'r559' 'r5750'],r110,"{'j57': 2847, 'j62': 328, 'j75': 2963, 'j72': 2285}","{'r110': 3.47, 'r559': 4.02, 'r5750': 4.83}",amzl_indirect,1.0
ONT6,DPS1,91790,dim1,2021-05-11 07:28:04,2021-05-12 23:59:59,['r1785' 'r5480'],r1785,{},"{'r1785': 2.43, 'r5480': 2.49}",3p,2.43
PHX6,DPS3,91361,dim1,2021-05-11 07:28:04,2021-05-12 23:59:59,['r1964' 'r6290'],r6290,"{'j105': 11124, 'j97': 109, 'j104': 2816}","{'r1964': 5.86, 'r6290': 5.83}",ddu,2.53
LGB7,DSD1,92108,dim1,2021-05-11 07:28:13,2021-05-12 23:59:59,['r1' 'r17' 'r106' 'r1321' 'r7201' 'r7441'],r17,"{'j59': 1417, 'j79': 24}","{'r1': 1.25, 'r17': 1.25, 'r106': 1.25, 'r1321': 2.95, 'r7201': 4.17, 'r7441': 3.18}",amzl_direct,1.0
LAS7,DSD1,92117,dim1,2021-05-11 07:28:16,2021-05-12 23:59:59,['r819' 'r7173'],r819,{},"{'r819': 4.68, 'r7173': 4.91}",3p,4.68
